	Neuronal	Astrocytic	Oligodendrocytic	Microglial
1367530_at	8.26174703991638	8.25422357048223	8.41198902588868	8.12042056832501
1367531_at	11.0821303101506	10.7517231056455	10.9701196542999	10.9560040204942
1367532_at	9.82423752481717	11.2617194478926	11.2567830191214	11.3757680219795
1367533_at	9.3781526277657	8.96033090517172	8.99449948918173	9.06869725024128
1367534_at	8.34575968696737	8.00534562850984	7.67464727040382	7.47395642317962
1367535_at	8.01043135010056	7.96246314513082	8.02869990734761	7.65827168261535
1367536_at	7.006454505944	7.0821412623829	7.47967349799283	7.55830802779491
1367537_at	7.91592119507775	7.57481840683645	7.76349507444852	8.34877249841616
1367538_at	7.98770413956032	8.32899351514655	9.10642337522195	8.04118632982601
1367539_at	8.49970075589975	8.70874954809556	8.8741044951569	9.03334437288078
1367540_at	6.71074141218161	7.43205688394062	7.46182916503918	9.09730345942699
1367541_at	8.30576617629207	8.20325454925798	7.57810177072715	8.01421327851974
1367542_at	5.68260547213941	7.19880903532799	7.10685150708829	7.3871181578431
1367543_at	8.12454061882343	8.47839001307963	8.45732822353557	8.21815286750531
1367544_at	7.90572827833069	7.76420927257958	8.68715972452823	8.47846026721792
1367545_at	8.51307203711019	8.2243247486568	7.96721286045098	7.42422994120689
1367546_at	9.4003099154074	9.48209285365753	9.394907943877	9.52416701761078
1367547_at	8.94339011985578	8.62685184262016	8.74209280757038	8.27527490027942
1367548_at	8.16402337330736	7.7215187548804	7.47778636818652	7.45451753625031
1367549_a_at	11.8818125076387	11.0517404511075	10.9324920663181	11.3483398115864
1367550_a_at	8.98766952968465	8.73767103874971	9.01250686820043	8.61852654619808
1367551_a_at	8.6629451822385	9.32282304622244	9.33988408851678	9.89092407092092
1367552_at	4.24660408935957	4.25712339290584	4.23905943112144	4.19176499188717
1367553_x_at	6.40299395740092	6.35814551681392	6.35871522620941	6.71682181643716
1367554_at	3.45889123096359	3.3106195609918	3.36880532261031	3.51156567538696
1367555_at	3.75730642333104	4.09324281995351	3.63319801234751	3.78018089638053
1367556_s_at	4.14128294066014	4.16827820728926	4.30419500067372	4.45919029652902
1367557_s_at	12.8643164111089	12.6851851577253	12.573317140992	12.2596238777088
1367558_x_at	2.93670215984115	2.89133472504293	2.88312902396554	2.94754315831245
1367559_at	11.5756650814138	12.3310185341304	12.6572368346236	13.2046452029782
1367560_at	12.1770207237449	12.7009991680248	12.6895458344663	12.7730959544164
1367561_at	11.9929060067628	12.5343388608318	12.7031996574229	12.7284392298657
1367562_at	9.07323395672367	12.9309968669169	7.8864429909926	8.09668866291452
1367563_at	8.77189351079872	12.429813983652	8.10193620160764	8.09111334170433
1367564_at	5.02429921265148	5.32765208885673	4.76209896244873	5.08448029648874
1367565_a_at	13.4706741986766	14.0774403938046	13.6026035866264	13.8932915125188
1367566_at	3.40999452103527	3.5636490603977	3.50123093254311	3.84871082443685
1367567_at	11.898175335273	12.5215995815846	12.5057708563106	12.5696769897125
1367568_a_at	6.32377442368958	5.39784416788622	6.36801358877865	5.87866888445276
1367569_at	11.8543955695962	12.2963500346664	12.3636509533668	12.3089211962583
1367570_at	8.11822454488733	13.3900509636749	7.46612791096961	5.67822111715084
1367571_a_at	4.77802554911269	4.74655355485019	5.56476000412199	4.9812602138992
1367572_at	4.51758937282593	4.54921531669195	4.52712226212568	4.65445754333574
1367573_at	12.0485935798177	12.8577542855032	12.9125120822319	12.9433199213372
1367574_at	10.326814397261	14.0980076542783	11.1198952792572	11.7677935746129
1367575_at	11.8567495697692	12.145080511566	11.9379360756856	11.6098955674416
1367576_at	9.36430892184547	12.7605163253171	12.1772195009799	12.7871264261779
1367577_at	7.12959800698293	12.8857680796299	6.48816010899735	4.95988505917389
1367578_at	12.0657801506242	12.0655098402358	11.8134402931654	11.1971832792422
1367579_a_at	13.7765162336629	13.2199484204486	13.7551833966264	12.8817198374839
1367580_at	11.010149134634	12.1075732413983	12.1238667450307	12.1887263943449
1367581_a_at	6.4112188795153	9.04547379064298	10.849521878305	12.7449282124321
1367582_at	11.8104292660646	12.2664092718493	12.3032941889898	12.4115278786888
1367583_at	12.1588386453775	12.6757541861897	12.9576578432814	13.0007792578873
1367584_at	6.8685403353302	12.5851805217851	10.1459681983611	11.3367268053484
1367585_a_at	10.2986757967088	11.3458987574736	9.47191239304903	9.96491346305956
1367586_at	11.5834815622155	11.8886710592887	11.8357806879315	11.3755245417133
1367587_at	3.29821743622496	3.2255217947972	3.39854585033997	3.39901501933995
1367588_a_at	11.3211126863536	12.295981519003	12.3448770232022	12.6416589674363
1367589_at	10.9357599222992	10.0834155142868	10.4050792125261	9.9804694532502
1367590_at	11.8058281422585	11.8951998282816	12.4383504073294	12.1359822198879
1367591_at	9.82755204635859	9.51497667985953	9.4690522932857	9.69447233154925
1367592_at	3.34311532054174	3.41997800768084	3.47824374295691	3.31059815831982
1367593_at	10.549868697282	9.75436263115854	10.038687152538	8.51579376207437
1367594_at	6.83045933074398	11.4544544702256	7.13164828212528	6.95677632453852
1367595_s_at	10.4196487417354	12.7321626582051	12.7057545594027	13.281294281746
1367596_at	12.131486825573	12.5985979189057	12.7831087868776	12.8677640452103
1367597_at	11.9142369846074	12.5875786380181	12.7333049596759	12.8189541775678
1367598_at	5.29797520865328	5.44303501190064	5.34414925691947	5.68789072166429
1367599_at	11.8168866344294	10.5572267846169	10.8791553026768	10.8520759572353
1367600_at	4.32082698346461	4.33267205415264	4.3287918936463	4.48401563064254
1367601_at	9.14353573316511	9.6879865292811	8.88488268262233	9.09210342915202
1367602_at	9.95483176888407	10.3293531698662	9.67768501124825	9.75024030271513
1367603_at	11.3179823913038	11.4243682055166	11.0946806719058	11.0283990919356
1367604_at	10.5970849222131	12.0806525011322	6.81747482340216	6.25657938851342
1367605_at	8.81625709870511	10.3917634514939	11.1714072054225	11.1063063796845
1367606_at	12.208237482994	12.7288513437027	12.7101672052857	12.9067499460113
1367607_at	12.811479514629	12.2110261629462	12.2033926311975	12.323181839943
1367608_at	4.06167355920033	4.10326065391115	4.18998677754764	4.48078346491286
1367609_at	11.5647244533569	10.3367651242729	10.6467127321802	10.7055326213372
1367610_at	12.7005790756457	13.136280036054	13.0541563370478	13.1529722592822
1367611_at	6.75564780652945	5.72433861646526	7.05542365455592	6.20275808594546
1367612_at	8.08325301151846	9.96270139224502	7.33191668966753	8.96287890877628
1367613_at	10.3453379561094	12.0040417006943	11.6544952368149	12.0184129997969
1367614_at	7.50785656950247	13.1539395262973	8.9008396799445	10.1226484029631
1367615_at	4.06643834678669	4.1858658397356	4.02679627705166	4.23593145453197
1367616_at	3.91288493705941	4.11971791357515	4.13612997793934	4.23777828962238
1367617_at	12.1754070778555	11.9764153767289	12.1461160446856	12.2693993545118
1367618_a_at	11.1432438746449	12.0437743670355	11.9889154965037	12.1754153563843
1367619_at	10.8084002065338	10.6050364130099	10.0861115936774	10.0651382282065
1367620_at	12.6827978618807	11.9095342432246	12.1369076208128	11.9460274033097
1367621_at	8.49529334492524	9.00798314342466	9.10057778924026	9.14346379512045
1367622_at	11.7912597435638	11.4863394146872	11.7093618814724	11.6284100479169
1367623_at	11.4670280351546	12.3464072119366	12.6956431232072	12.7414974049527
1367624_at	11.5301511721456	10.8755654412198	11.0113614465066	10.6822187194782
1367625_at	12.0740712297834	12.6812937692286	12.7080311577691	12.8819585458357
1367626_at	4.12214821873776	4.32671735044865	4.03231619970706	4.34856168329966
1367627_at	7.98466307986667	7.7959403754151	11.0193344462208	9.61153351539106
1367628_at	7.72303787157258	12.1986549113678	9.25342135289093	8.71441692908761
1367629_at	12.5007942463544	11.4764534126739	12.1551164216821	11.9172352852582
1367630_at	12.4808066031545	12.8669258341788	12.9231398871628	13.2576441515825
1367631_at	8.71396704739024	11.941754471707	5.93900820814042	4.62141856732925
1367632_at	9.44393644503673	11.1938454320255	10.8295083463467	11.5650608117302
1367633_at	7.36267537855807	9.53137465499345	9.6174809120708	10.1806267021279
1367634_at	12.6348773304364	12.9200235500424	13.0168803559488	13.0812756012814
1367635_at	9.89988755781049	11.6719776556398	11.1780656006813	11.6113559177964
1367636_at	7.09184846797484	7.55602301202508	6.35788775060171	6.15715519378466
1367637_a_at	11.7485825104802	11.248985753205	11.7212364940858	12.0069943176251
1367638_at	7.41586510112635	7.936685736182	7.49775228669141	7.34839640141801
1367639_a_at	12.3850594614853	12.6554474647022	12.8522293101123	12.7069101861523
1367640_at	12.0923159128668	12.9952939137314	13.0803097323419	13.3356987741481
1367641_at	11.5903426027565	11.8260539985125	11.2524565424551	11.3687634475122
1367642_at	9.68970083976217	9.31495659707891	9.42214631376653	9.45361518650548
1367643_at	10.6875171609527	11.4209059090893	10.4645593147904	10.3637424391465
1367644_at	7.47328787458759	8.37048397909222	7.43135482921299	6.76290122777811
1367645_at	12.5362446111338	13.1635379998076	13.1194984463037	13.1840022734633
1367646_at	10.7087629297769	11.6223214458466	11.9093786463809	13.5804543814281
1367647_at	3.8498113985365	3.91070931492563	3.91035582865216	3.97687848281543
1367648_at	10.0177056433947	12.4332240541735	6.87053143471498	5.73182868046923
1367649_at	9.44418980001602	8.46946534221835	7.18867230821328	7.09302026937075
1367650_at	3.69263447170979	5.96549439551987	3.61443887242521	3.7598069690305
1367651_at	9.99096778333251	11.4810156724595	11.4325345046074	13.2700727423119
1367652_at	7.69662524586199	7.91382390725505	7.02558165879252	6.63015979975867
1367653_a_at	12.5580734898205	11.4993177579338	11.2179930739739	11.3458586690134
1367654_at	8.16118681483427	10.875444681974	8.52320900983099	8.0371349106433
1367655_at	11.2605028319553	11.0737266528527	10.3755803086245	10.4353720336882
1367656_at	10.9259351103942	10.3181442046091	10.8146301043074	10.5469217231307
1367657_at	10.1674119047825	10.8157069864385	11.3248930516617	11.561847438774
1367658_at	9.18656527673167	5.7546778097919	5.4991725804051	5.04498422305867
1367659_s_at	6.06529562656736	9.76516332622623	7.38125037573608	8.82676204079659
1367660_at	10.1653674864514	6.36382989105082	6.07261126236009	9.02788708066615
1367661_at	4.55414080917234	11.4858915369378	7.95716115091779	4.76144217912319
1367662_at	8.37892331951311	9.42684085153313	9.50721435148211	9.25415167302277
1367663_at	8.53486152230687	10.9418659272463	10.1690943732885	11.0095924378071
1367664_at	3.45989837957675	4.9939199112517	3.65084041227726	3.61845012052393
1367665_at	3.63274625573696	4.79326408468355	3.70097177753856	3.9060051968059
1367666_at	10.645521848693	9.91496870067655	11.0303022150301	10.6142176643214
1367667_at	11.5291712008936	9.16735602722916	11.7775840278219	9.52446013081297
1367668_a_at	12.3062039908213	11.9258701587551	12.4779527316914	10.57105035396
1367669_a_at	9.44860874925481	9.75962026676779	9.35735334079645	9.47603390542793
1367670_at	10.0818238768717	9.13395228521698	9.9721218618097	10.719463687031
1367671_at	9.71390190993014	11.3343436955924	11.5306346297174	11.7359869213702
1367672_at	8.16787392892685	9.97949970245318	8.87548551197069	9.46670321876571
1367673_at	4.39265466899014	6.44210038693917	4.59605899644836	4.71140132941954
1367674_at	9.07650741731696	8.94886588406606	9.27168992163416	8.93431031239606
1367675_at	6.06938410540298	9.37300968495227	8.6676698065507	9.4973623639972
1367676_at	5.09483450112092	9.68801820136951	10.1986157740607	10.4885427367014
1367677_at	10.3826657099901	10.5586622939994	10.4847167215083	10.594018974054
1367678_at	10.1783651338536	10.4216379342169	9.84778260072822	10.1200785444819
1367679_at	3.85605724136807	4.04951822711631	3.99640474201228	5.0123122366657
1367680_at	9.31131512758261	9.42781652117806	9.67467169734381	9.26102730172044
1367681_at	9.02727167663221	11.5676399318566	9.89562495792305	9.35723585519998
1367682_at	7.05333194172661	8.98396245428583	6.197228467593	5.83143042897433
1367683_at	8.15012195810893	9.83877160994123	9.71475336159223	9.86292061824273
1367684_at	3.72114140735037	3.80837515570928	3.7439380845749	3.90436044422075
1367685_at	12.1459066431368	12.4775668843321	12.4984779380502	12.6160980658615
1367686_at	10.3173197031388	10.9844243770312	11.3953860860756	10.99380861176
1367687_a_at	9.98940794181465	10.1187549600479	8.21342882082467	6.82345742991951
1367688_at	7.53276044146287	7.91421441881253	8.42995266142221	8.27336795224436
1367689_a_at	3.15205229419802	3.33128786072021	3.69634179521413	3.52945482323877
1367690_at	9.50978107541818	10.3696611607886	10.3922017987718	10.5199644184741
1367691_at	6.29745791437113	12.2869408407286	7.15620868394322	5.65940145525429
1367692_at	3.53071469697316	3.58885962093633	3.44491043926665	3.53156448707284
1367693_at	12.5076453243459	10.929083289712	10.9548549091978	11.5657044863825
1367694_at	9.90382404395472	11.0563582883915	10.4350684785647	10.170452192226
1367695_at	9.10756653702555	7.92920551482254	9.36439329534065	8.11601425792363
1367696_at	4.88605756137044	9.82958663246595	7.47993760670138	8.95769877796567
1367697_at	8.3163312568008	9.23286059799187	9.17070803743763	9.53365011801182
1367698_a_at	7.64851707730592	9.29242754852591	8.41023675018649	10.1972274329717
1367699_at	7.11640564860449	7.49432040213887	7.7223639318385	8.04550001886402
1367700_at	5.14981268641393	11.95136417792	5.16075620801791	5.17966360493402
1367701_at	7.18096454682493	6.25503873488791	6.20925760083678	5.18993014710002
1367702_at	6.95629545219335	8.96909131516107	8.49996501177615	9.00148862535504
1367703_at	4.27462385726037	4.0383852180916	5.61384357396409	4.38614162741758
1367704_at	10.8237367216177	10.0250596608584	9.55494260457665	9.44852330818193
1367705_at	9.26298654682807	8.52607624988679	8.97968190575912	8.06821877105746
1367706_at	11.2788955513298	10.7577323005086	10.497092369293	10.2734096124928
1367707_at	8.97689588964445	6.79426459288571	8.7215588560483	6.84744026327885
1367708_a_at	10.4814339674605	8.26661343760377	10.5702547292337	9.01689580634646
1367709_at	9.63908176849163	12.3334795432914	12.2995574083132	12.9063321482961
1367710_at	8.09046033367835	9.65760509562936	9.91121426466895	9.91669900091818
1367711_at	11.2317648607213	10.9578040088421	11.0601495110121	11.0015934908292
1367712_at	6.7288665371286	11.7127542970543	8.18199375774003	8.63456127880746
1367713_at	9.52278329729474	9.84640626590509	10.1918516017634	10.0363069783399
1367714_at	7.97688411320481	8.46947566133074	8.18583866123746	7.80926884644124
1367715_at	6.55068644903369	10.1187073942683	8.87722241164182	9.39813473367966
1367716_at	10.4785064846409	9.33339725294462	9.10290178034179	8.30533323064483
1367717_at	11.8801909445186	12.7846331430809	12.6326714140272	12.8015734474533
1367718_at	8.57644499794059	7.94234869667541	8.29155313283663	8.53596116505822
1367719_at	9.41175982452839	10.0729290640849	9.65698611046128	9.88922644726798
1367720_at	7.17664076681625	7.90352254664187	7.60938964280532	7.29781549317724
1367721_at	7.20121819635616	11.6585409876313	7.24997907017017	7.2602350882504
1367722_at	8.67915163921148	9.41429374997385	9.90039745910718	11.8486334463349
1367723_a_at	5.80829448658138	7.07960805916509	8.38402115782179	9.93830932298504
1367724_a_at	7.17566501777547	10.2669948215992	10.1424117993616	10.899947286506
1367725_at	7.22190907331276	7.5911911881324	9.89394557965497	8.07199632186989
1367726_at	9.58345051057846	7.73752068561411	9.33096324559658	7.05033900146764
1367727_at	9.52890868341448	9.3706271107593	9.61676941544987	9.50837765977843
1367728_at	8.43337930794578	8.85719652150374	8.81028333046071	8.65981569418424
1367729_at	9.52264062277062	9.84033922521426	8.71921241108172	9.09139184450755
1367730_at	8.97297689323822	9.01982743406029	9.29197935987851	9.10324504949081
1367731_at	8.34471511834827	8.60878343501241	9.09784241337991	9.13552284170815
1367732_at	8.81421597072756	10.2678357309721	10.1700246720142	10.2353082622808
1367733_at	7.65615852866518	5.22076656049175	5.51887970854597	7.03866032981257
1367734_at	9.65830101450507	10.9089782451913	10.8206500301347	10.5096408915398
1367735_at	6.73933879658376	9.99753284430424	9.13008798561265	10.2943020058996
1367736_at	10.6625112430949	10.2562750235374	10.4903134797432	9.63593900056239
1367737_at	8.29181239196634	11.3734133205434	10.2898136299465	11.8431306772015
1367738_at	8.12873520844713	8.23809048080937	7.82050382308814	8.46219516615673
1367739_at	4.09170388999351	4.37833002458081	3.94070713799733	3.83746674124268
1367740_at	10.7154156553465	11.5239916566751	12.1234948811707	11.3119391278995
1367741_at	8.86835273955613	8.98056698363237	8.42799268943579	9.54598021613739
1367742_at	5.3804535072134	4.64522045626589	4.9565726327406	4.66206145519436
1367743_at	7.40485437121877	8.33328790676043	7.25956162931014	7.79205042526619
1367744_at	9.02827630751501	9.12091595529001	8.37486010541383	7.84745463500273
1367745_at	9.33090482275215	6.87265929728587	8.92930048884361	9.68866745408233
1367746_a_at	8.42964800829058	9.22539002058252	7.51497081064121	8.00887247304684
1367747_at	10.0039561770869	9.86205518131562	8.81099755311688	8.5873158541428
1367748_at	9.04905510788299	8.38750917521571	8.30133654142313	8.15013301634382
1367749_at	3.13726964431169	3.16053820739361	3.17122193607862	3.32178604881408
1367750_at	8.33143002871529	8.87009664847537	9.05050224333922	8.44299341141948
1367751_at	9.00021561580096	8.39577744061556	8.35153242385534	8.57902512752732
1367752_at	7.51977847588941	7.8166349940209	8.98207392530631	7.38620969871662
1367753_at	6.98769642029429	7.82173142944419	7.59372950689272	8.01357918784241
1367754_s_at	6.64941400423569	7.83029516511702	7.47475114134459	7.48241266642073
1367755_at	10.4027698116928	8.42444168053144	6.56524542865941	5.643758184488
1367756_at	8.01217607506948	8.27740993724254	8.04815319190801	8.21771685036038
1367757_at	12.3099600645153	11.731064967506	12.1466405863078	11.7596716913857
1367758_at	3.50844532607067	3.43608119845522	3.55195373640386	3.54349603348015
1367759_at	8.65076308602992	9.24777583666284	9.62669528375252	9.52784992722002
1367760_at	9.72750795226399	9.03556496239697	9.51792484747984	9.92565181478837
1367761_at	8.28916226649745	7.62072560247374	7.9102156830954	8.45498053898869
1367762_at	10.8663828752416	4.72964781699476	4.20154861626661	4.10627478009139
1367763_at	8.95158611363228	8.03550370160627	9.0809151451533	8.34600691384421
1367764_at	10.8975175196706	11.5232275070259	11.0843619163137	11.0351169581005
1367765_at	7.21613903834046	10.3641406408847	9.76727196584105	11.1064878281108
1367766_at	10.7477716450787	10.9927584289202	10.8233598046748	10.560983920142
1367767_at	7.39316517422706	8.12476293177906	8.02081169691127	8.61470790548045
1367768_at	9.38164145489269	11.8996554706924	8.2489270228354	8.16298100382768
1367769_at	10.0094799541485	10.3474272339001	10.5285510651244	10.2626180027705
1367770_at	9.8717006915832	10.8738779833385	10.4697045686617	10.7206670337558
1367771_at	8.09587092052947	7.61354949259011	6.5010113419759	7.33169602369215
1367772_at	9.11833426797184	9.20715866540849	9.18210604255613	8.89531494659069
1367773_at	8.76708410241301	8.98314675567516	9.55504083315136	8.11899478520555
1367774_at	8.78191480466307	9.88700404865867	7.25364328140297	5.05869377191197
1367775_at	7.55874672060549	7.96786416727594	8.20321390223845	7.88319019963344
1367776_at	4.07918030270453	9.38522654170379	8.68897939023559	9.00942020836641
1367777_at	6.91549462632858	10.7669974151643	8.66152871744633	9.06978822336128
1367778_at	6.19250305695185	6.555012038498	6.28580482316293	7.54752418270441
1367779_at	8.93768923312878	7.68003891110804	10.2966603054093	9.01161207251497
1367780_at	5.90273735576099	9.49872556225952	8.91514264982157	9.26997768600039
1367781_at	3.33735422164992	3.35261271961067	3.37829745221867	3.56990678492957
1367782_at	6.75114281147833	4.45984971047366	4.34585648655319	4.56682467684874
1367783_at	11.1338210032091	11.2550800326534	11.0217363020246	10.570763539396
1367784_a_at	9.77977528218844	12.6366512130675	7.95529976290356	5.50026970814927
1367785_at	4.49129775637621	10.5800224926501	4.46894611230973	4.49312222731554
1367786_at	4.25565348280587	7.55557437168787	7.51293201294552	8.51463285064602
1367787_at	8.45663759849892	6.36373582247569	6.29522090204964	6.15532472910698
1367788_at	7.66103581221338	7.89434521168695	7.63013913523054	7.55507345460324
1367789_at	7.97055859709774	9.50838698459	7.05080564535005	8.9438108440886
1367790_at	8.32311579093781	8.67743770760331	9.56136272590799	9.15799843672157
1367791_at	5.29837329631434	4.97411648718505	5.44607370450844	5.29589759845702
1367792_at	3.82869624257118	3.8343483666048	3.96134117088423	4.30008330754593
1367793_at	9.04190805659894	9.67652253626203	9.17697997933881	9.01043246466299
1367794_at	4.68591546552446	13.0278571733279	6.05565425308573	4.45730600904037
1367795_at	8.83114807158459	8.95576995154838	9.02599781723784	8.58591817667625
1367796_at	7.16717177710116	7.78691577189895	7.50829294178656	8.18695913696579
1367797_at	6.68194526126337	6.85052959497489	6.30409018426491	5.85890831852178
1367798_at	7.64067442730639	8.76992558849921	8.94745119624691	9.24727391696219
1367799_at	10.727884817075	5.96701583388879	5.60508928014235	5.29320663396641
1367800_at	6.29506445587861	10.3294784286783	5.84988558704145	4.62636628635111
1367801_at	6.96189619181727	8.28352697443605	8.07338388093626	7.47703907697779
1367802_at	8.82684179774122	7.97805868117961	11.5876000966866	11.730170724081
1367803_at	6.85060753038481	7.14417163409407	7.49024768211449	7.92024984989787
1367804_at	4.40894102124862	4.31670675712315	4.31115357050005	4.45006839030623
1367805_at	10.4912607208386	8.06107470852065	6.87466479572232	7.13560655146643
1367806_at	8.52295961222328	6.73781065932016	5.70896927354838	5.85341218081863
1367807_at	6.37130025521913	9.76318294763785	8.11004835281597	9.79202741104425
1367808_at	11.2153220023733	10.0039725487362	10.8052900235691	10.2774147478133
1367809_at	4.13214740727372	4.22023240014495	4.22976085409106	4.34973918305142
1367810_at	7.27542363612628	8.14787514401609	9.28731822966685	7.8638553619216
1367811_at	7.35341362965127	9.94741542620496	9.64027329370056	7.99203642590933
1367812_at	9.78566877004923	4.40629570352833	4.57878460763386	4.42621629807507
1367813_at	3.94924209827559	6.82788053268867	6.38740825078787	3.92921694925598
1367814_at	12.8273660756827	10.1457363981353	9.75203044724756	12.3051736527893
1367815_at	8.76536840569915	8.21142752307716	7.63673745331624	7.67968710741773
1367816_at	4.48263698162129	7.79202117202669	6.77264650390738	7.60620047620946
1367817_at	7.0549941546612	8.58243852739345	7.58821892505377	7.34735146476026
