	Jurkat	IM-9	Raji	THP-1
1552401_a_at	18.7366666666667	34.8523333333333	24.794	70.5643333333333
1552402_at	65.968	29.3076666666667	47.4563333333333	23.1716666666667
1552405_at	144.184333333333	156.339	36.5733333333333	77.738
1552408_at	38.0126666666667	32.44	58.454	24.9823333333333
1552409_a_at	82.249	66.4693333333333	96.5556666666667	80.2066666666667
1552410_at	179.42	163.560333333333	125.441333333333	174.129666666667
1552411_at	551.435333333333	353.706333333333	314.629333333333	491.507333333333
1552412_a_at	15.792	27.418	14.6763333333333	49.5166666666667
1552414_at	116.337333333333	110.659666666667	105.691666666667	76.787
1552415_a_at	170.349	115.336333333333	191.581666666667	166.581666666667
1552417_a_at	1168.501	668.339	594.203	299.659
1552418_at	21.4156666666667	22.159	19.5043333333333	21.5393333333333
1552419_s_at	289.519	242.563333333333	256.480333333333	374.447666666667
1552421_a_at	18.2616666666667	17.3703333333333	15.504	17.4766666666667
1552422_at	632.253	48.3966666666667	76.0196666666667	183.888666666667
1552423_at	207.454333333333	208.953	164.518666666667	261.639666666667
1552424_at	6.99833333333333	23.947	7.08133333333333	7.08533333333333
1552425_a_at	125.782333333333	111.896	135.796333333333	117.358666666667
1552426_a_at	2347.653	1314.953	1295.162	1139.87433333333
1552427_at	35.8353333333333	140.257	133.639666666667	118.702666666667
1552430_at	113.028	131.211	90.0473333333333	25.6493333333333
1552432_at	14.7096666666667	26.994	16.6136666666667	16.9993333333333
1552436_a_at	13.471	14.4896666666667	27.9893333333333	143.640666666667
1552438_a_at	56.6683333333333	76.4073333333333	69.67	147.533333333333
1552439_s_at	5.808	5.05333333333333	6.148	5.67233333333333
1552440_at	75.8526666666667	113.730666666667	87.4943333333333	113.554333333333
1552445_a_at	40.4063333333333	46.7663333333333	28.9063333333333	98.641
1552448_a_at	13.287	7.141	10.7636666666667	25.5813333333333
1552449_a_at	4.928	5.90133333333333	4.501	4.995
1552450_a_at	179.648666666667	148.782666666667	142.091333333333	137.728
1552452_at	13.0463333333333	11.4776666666667	16.577	10.9146666666667
1552453_a_at	8.74866666666667	10.6066666666667	7.40866666666667	5.24766666666667
1552455_at	58.57	51.897	58.802	59.044
1552456_a_at	17.6983333333333	42.5896666666667	33.6636666666667	38.7346666666667
1552457_a_at	6.698	6.40366666666667	5.59133333333333	4.733
1552458_at	51.6356666666667	57.3923333333333	42.1833333333333	43.2353333333333
1552459_a_at	58.957	88.2873333333333	72.896	40.2696666666667
1552461_at	18.7466666666667	14.3836666666667	20.3406666666667	22.1636666666667
1552463_at	76.7786666666667	58.3543333333333	62.6883333333333	81.4996666666667
1552466_x_at	19.7456666666667	4.656	5.775	7.34333333333333
1552467_at	70.945	52.7866666666667	55.1913333333333	77.696
1552468_a_at	147.365666666667	169.647333333333	119.870333333333	149.926333333333
1552470_a_at	30.0106666666667	150.085666666667	82.7726666666667	139.624333333333
1552472_a_at	829.753333333333	508.044	745.919333333333	806.371
1552473_at	115.784333333333	480.420333333333	366.675666666667	595.143
1552474_a_at	1131.09633333333	1373.25733333333	709.201666666667	2035.11166666667
1552476_s_at	59.2766666666667	38.0723333333333	28.2333333333333	66.6023333333333
1552477_a_at	53.5886666666667	40.3883333333333	27.4973333333333	54.8446666666667
1552478_a_at	26.1716666666667	8.56166666666667	11.3486666666667	21.6043333333333
1552480_s_at	19.2583333333333	5.116	10.414	19.3163333333333
1552481_s_at	262.507666666667	263.194666666667	287.436333333333	272.132333333333
1552482_at	61.5573333333333	63.2166666666667	52.1913333333333	65.557
1552484_at	122.578666666667	60.1863333333333	56.3916666666667	138.443333333333
1552485_at	574.48	396.733666666667	138.751666666667	127.521666666667
1552486_s_at	496.541666666667	621.483	124.97	280.135
1552487_a_at	3.46433333333333	3.50833333333333	6.09133333333333	20.9306666666667
1552489_s_at	20.877	32.9066666666667	22.8786666666667	16.8403333333333
1552490_at	97.794	99.376	105	158.727
1552491_at	61.2126666666667	48.862	37.9886666666667	145.94
1552493_s_at	9.935	10.5073333333333	10.9706666666667	8.62566666666667
1552494_at	20.1823333333333	12.997	10.271	27.3066666666667
1552496_a_at	4.86766666666667	9.01833333333333	11.5063333333333	6.94666666666667
1552497_a_at	486.676666666667	2927.701	1488.70733333333	567.138
1552498_at	45.8036666666667	61.324	88.599	78.529
1552499_a_at	125.738666666667	69.6103333333333	79.614	76.376
1552501_a_at	65.884	63.9923333333333	65.7606666666667	44.071
1552502_s_at	69.5193333333333	21.2466666666667	41.5193333333333	39.552
1552503_at	38.4003333333333	124.655333333333	51.9026666666667	114.158666666667
1552504_a_at	135.045666666667	36.8123333333333	20.4596666666667	193.822666666667
1552506_at	20.694	33.628	16.6156666666667	77.8523333333333
1552507_at	123.619	116.331666666667	62.3923333333333	96.965
1552508_at	56.3033333333333	25.9726666666667	31.5746666666667	13.6503333333333
1552509_a_at	117.401666666667	76.9963333333333	79.686	119.187333333333
1552510_at	877.116	661.190666666667	693.730333333333	875.212
1552511_a_at	5.389	3.83	3.53766666666667	4.76633333333333
1552514_at	25.5816666666667	19.145	49.1683333333333	53.9176666666667
1552515_at	43.3293333333333	67.0286666666667	52.0383333333333	102.538333333333
1552516_a_at	491.738666666667	154.723333333333	259.379	598.766
1552518_s_at	185.698666666667	186.708333333333	116.849666666667	198.653666666667
1552519_at	116.658333333333	70.771	44.57	180.050333333333
1552520_at	326.507	295.467	154.179333333333	166.414333333333
1552521_a_at	96.3503333333333	111.415	2.464	44.1606666666667
1552522_at	19.8046666666667	119.414666666667	65.9023333333333	52.9366666666667
1552523_a_at	94.9916666666667	160.978	163.209	82.5306666666667
1552524_at	21.4576666666667	42.004	22.8843333333333	37.2526666666667
1552526_at	8.97366666666667	19.04	16.28	18.4856666666667
1552528_at	58.405	58.8766666666667	34.9106666666667	31.4236666666667
1552531_a_at	63.822	228.365	1971.85933333333	59.0946666666667
1552532_a_at	6.98366666666667	22.9613333333333	47.0576666666667	68.717
1552535_at	116.066	23.0496666666667	59.463	70.311
1552536_at	109.467666666667	67.5163333333333	76.3576666666667	152.767333333333
1552538_a_at	5.874	6.36033333333333	8.247	7.20633333333333
1552540_s_at	122.005	143.263666666667	181.501666666667	302.333333333333
1552541_at	156.390333333333	143.492666666667	219.128	188.884333333333
1552542_s_at	108.135333333333	140.283	305.791666666667	144.600666666667
1552543_a_at	112.355666666667	40.701	44.1733333333333	105.718666666667
1552544_at	99.5486666666667	133.624	127.625666666667	152.767333333333
1552546_a_at	107.465666666667	92.906	87.0326666666667	109.046333333333
1552548_at	73.146	161.924666666667	106.667	160.036
1552549_a_at	112.357666666667	90.1333333333333	67.2133333333333	67.2803333333333
1552552_s_at	29.969	50.2196666666667	56.5786666666667	46.8556666666667
1552553_a_at	20.2643333333333	10.2066666666667	31.9046666666667	88.77
1552554_a_at	42.8976666666667	13.022	45.171	70.6413333333333
1552555_at	116.512333333333	142.112	101.704333333333	519.528666666667
1552557_a_at	126.119333333333	275.815	63.476	74.09
1552558_a_at	287.489333333333	377.094666666667	438.764333333333	325.474333333333
1552559_a_at	20.5783333333333	14.221	18.571	20.7083333333333
1552562_at	138.026666666667	131.74	62.5663333333333	87.311
1552563_a_at	5.99633333333333	13.2336666666667	21.355	23.555
1552564_at	43.3006666666667	33.6323333333333	71.155	29.1743333333333
1552566_at	4.03866666666667	10.7863333333333	5.61533333333333	5.50366666666667
1552568_at	22.159	39.212	16.2196666666667	21.1273333333333
1552569_a_at	31.9233333333333	56.8736666666667	82.435	79.884
1552570_at	79.1556666666667	72.8066666666667	59.5556666666667	77.3483333333333
1552572_a_at	28.1453333333333	35.826	28.228	20.5323333333333
1552573_s_at	21.5476666666667	15.471	8.273	25.3823333333333
1552575_a_at	46.5173333333333	30.4156666666667	21.2776666666667	32.6736666666667
1552576_at	105.968666666667	95.898	91.545	128.975
1552578_a_at	20.1006666666667	38.1853333333333	20.5383333333333	29.648
1552579_a_at	103.627333333333	54.5036666666667	28.6473333333333	64.0833333333333
1552580_at	7.00466666666667	4.83033333333333	5.33066666666667	10.3083333333333
1552582_at	34.855	20.5473333333333	28.134	45.202
1552583_s_at	78.7563333333333	43.0353333333333	64.0503333333333	65.404
1552584_at	32.894	727.079	198.012	350.966
1552585_s_at	54.5646666666667	58.57	43.2743333333333	93.4376666666667
1552586_at	218.587	202.806666666667	196.684333333333	245.054
1552587_at	51.926	46.1276666666667	28.7326666666667	50.5353333333333
1552588_a_at	6.18033333333333	39.349	14.2096666666667	45.2743333333333
1552590_a_at	48.1483333333333	28.05	24.749	62.4123333333333
1552592_at	15.452	21.8346666666667	26.6666666666667	5.795
1552594_at	22.5316666666667	55.7483333333333	30.298	26.4746666666667
1552596_at	35.6	28.4773333333333	26.235	43.9516666666667
1552598_at	109.697	51.7293333333333	57.627	82.0426666666667
1552599_at	100.956333333333	79.0773333333333	65.3733333333333	114.617
1552602_at	130.564333333333	273.35	253.222	214.162333333333
1552604_at	111.819333333333	132.819666666667	122.657666666667	73.9613333333333
1552605_s_at	64.0526666666667	49.174	18.135	15.8996666666667
1552607_at	42.3403333333333	77.931	57.2233333333333	131.695666666667
1552608_at	88.8306666666667	44.8503333333333	16.325	38.106
1552609_s_at	25.9493333333333	36.3086666666667	71.5486666666667	55.2073333333333
1552610_a_at	1144.10133333333	1083.628	1429.50333333333	1141.02133333333
1552611_a_at	621.971	559.418333333333	860.078	550.888666666667
1552612_at	1168.137	1158.55066666667	960.445	768.502666666667
1552613_s_at	1137.99533333333	1295.72066666667	1019.98466666667	512.340333333333
1552615_at	777.814666666667	458.364	521.067666666667	840.247
1552616_a_at	92.1336666666667	76.2846666666667	109.301	111.955333333333
1552617_a_at	857.878333333333	1236.89166666667	1673.712	3095.143
1552618_at	760.969333333333	1067.57866666667	510.481	876.585333333333
1552619_a_at	1553.56433333333	1035.86966666667	805.050666666667	2276.073
1552620_at	523.493666666667	310.223666666667	402.082333333333	603.068333333333
1552621_at	1479.45333333333	1074.34866666667	968.360666666667	955.622333333333
1552622_s_at	1007.83766666667	790.697666666667	804.525333333333	640.429333333333
1552623_at	7.29066666666667	583.319333333333	1637.64033333333	58.917
1552625_a_at	1035.404	630.354	679.983	521.145333333333
1552626_a_at	41.3296666666667	74.1843333333333	35.682	64.219
1552627_a_at	380.005333333333	187.085	137.550666666667	16.7833333333333
1552628_a_at	835.370666666667	1365.94566666667	1040.71066666667	1176.71133333333
1552629_a_at	14.4316666666667	31.0513333333333	14.0963333333333	12.2653333333333
1552630_a_at	389.193666666667	175.4	185.111333333333	276.797333333333
1552631_a_at	100.280333333333	82.1463333333333	110.908	221.592333333333
1552632_a_at	105.015	122.969333333333	97.0466666666667	103.648333333333
1552633_at	390.402666666667	213.526666666667	480.297666666667	356.871333333333
1552634_a_at	559.970333333333	303.489333333333	588.469333333333	353.161333333333
1552637_at	57.8883333333333	53.3336666666667	29.7413333333333	50.2403333333333
1552639_at	82.7456666666667	81.8086666666667	185.924333333333	61.1183333333333
1552641_s_at	1217.97633333333	1423.893	2177.4	985.450333333333
1552643_at	97.0016666666667	580.946333333333	253.204	158.876666666667
1552644_a_at	262.864333333333	136.110666666667	237.369	216.345666666667
1552646_at	382.872333333333	298.657	387.618	389.037
1552648_a_at	19.2526666666667	223.115	728.472666666667	203.958333333333
1552649_a_at	31.2146666666667	164.945666666667	202.696666666667	60.0353333333333
1552651_a_at	218.306333333333	414.783333333333	481.067333333333	244.137
1552652_at	358.08	282.667333333333	201.889333333333	295.263
1552656_s_at	472.395333333333	359.498	409.231666666667	774.290666666667
1552657_a_at	117.564666666667	185.703666666667	209.718333333333	252.721
1552658_a_at	35.3856666666667	58.404	67.4436666666667	376.990333333333
1552660_a_at	694.225666666667	810.303	417.71	880.162666666667
1552661_at	0.841	11.8636666666667	5.04133333333333	7.85866666666667
1552662_a_at	41.3716666666667	26.8656666666667	45.7396666666667	38.3506666666667
1552663_a_at	423.309	300.776333333333	349.243	329.271
1552664_at	627.478666666667	415.805666666667	269.940666666667	508.846333333333
1552665_at	83.0813333333333	139.073	122.661333333333	738.564666666667
1552666_a_at	12.2453333333333	7.05433333333333	8.15366666666667	6.475
1552667_a_at	126.975	132.515666666667	239.942666666667	147.185
1552669_at	102.804666666667	79.487	75.5416666666667	108.383333333333
1552670_a_at	254.461333333333	46.0676666666667	49.214	202.186333333333
1552671_a_at	44.9753333333333	118.869	116.067	27.2333333333333
1552672_a_at	29.9983333333333	28.0273333333333	25.569	21.128
1552673_at	18.407	6.498	26.583	26.5273333333333
1552674_at	23.675	15.9073333333333	17.4536666666667	40.2046666666667
1552675_at	21.2276666666667	26.719	22.5033333333333	26.823
1552676_at	202.634	300.828	244.058333333333	289.867666666667
1552677_a_at	185.469	66.5396666666667	92.9556666666667	144.423666666667
1552678_a_at	375.344666666667	581.425	751.895666666667	305.595666666667
1552680_a_at	998.863666666667	642.476	463.401333333333	542.165333333333
1552682_a_at	379.766333333333	280.516333333333	184.208666666667	273.522333333333
1552684_a_at	144.313	136.941333333333	140.836333333333	129.272666666667
1552685_a_at	139.421	45.6373333333333	61.0633333333333	81.0763333333333
1552686_at	36.6023333333333	53.2183333333333	49.5616666666667	33.6423333333333
1552687_a_at	84.7666666666667	47.9253333333333	23.6833333333333	74.32
1552689_at	176.552	47.0956666666667	49.4293333333333	26.4866666666667
1552690_a_at	167.854333333333	132.420333333333	127.799333333333	219.457666666667
1552691_at	331.120333333333	60.5506666666667	1511.55366666667	1378.35633333333
1552693_at	30.5316666666667	9.23733333333333	37.347	28.6366666666667
1552694_at	20.7783333333333	6.31533333333333	6.512	55.3283333333333
1552695_a_at	45.5926666666667	44.6546666666667	52.7326666666667	297.783333333333
1552696_at	389.625	480.014666666667	197.763	130.791
1552698_at	252.587666666667	40.571	101.556666666667	87.6646666666667
1552701_a_at	31.692	822.431333333333	88.4796666666667	885.235
1552703_s_at	32.106	2159.68033333333	228.560666666667	1336.12433333333
1552705_at	12.51	45.6536666666667	29.5603333333333	74.2733333333333
1552708_a_at	30.0036666666667	27.1083333333333	37.8283333333333	70.8966666666667
1552711_a_at	676.762	400.255666666667	642.867666666667	132.373333333333
1552712_a_at	94.6303333333333	179.811	56.9683333333333	152.118333333333
1552713_a_at	105.926	120.372	89.8663333333333	95.167
1552714_at	27.819	25.272	46.8953333333333	23.822
1552715_a_at	58.7066666666667	49.6163333333333	28.998	737.963
1552716_at	20.114	8.324	15.047	220.832333333333
1552717_s_at	329.702	413.219666666667	375.844	970.662333333333
1552718_at	164.089	209.535333333333	114.963333333333	182.207666666667
1552719_at	41.818	19.9826666666667	19.6783333333333	16.5793333333333
1552721_a_at	4.99433333333333	17.0073333333333	9.50866666666667	9.037
1552722_at	53.049	34.104	22.2586666666667	26.3843333333333
1552724_at	109.648333333333	130.443666666667	109.965	109.219
1552725_s_at	49.3366666666667	99.517	68.5586666666667	102.077666666667
1552726_at	91.7806666666667	33.106	17.2986666666667	34.1186666666667
1552727_s_at	182.69	50.487	20.08	131.194
1552729_at	210.556	259.85	321.724666666667	309.801
1552730_at	28.9646666666667	60.4983333333333	37.7586666666667	62.255
1552731_at	22.5553333333333	10.7916666666667	10.8646666666667	6.417
1552732_at	45.1033333333333	80.8343333333333	42.6413333333333	69.5513333333333
1552733_at	95.3316666666667	45.4383333333333	37.9186666666667	80.3806666666667
1552734_at	61.0253333333333	97.168	79.427	67.7643333333333
1552735_at	14.537	51.5533333333333	69.069	54.3333333333333
1552736_a_at	514.557	60.289	21.4363333333333	99.2513333333333
1552737_s_at	230.995666666667	281.631	189.057666666667	308.584
1552738_a_at	196.676666666667	95.7976666666667	82.5456666666667	144.412
1552739_s_at	313.285	142.52	135.714666666667	353.652
1552740_at	40.3386666666667	18.938	104.787666666667	6.38966666666667
1552742_at	97.6566666666667	23.4593333333333	61.2206666666667	98.5023333333333
1552743_at	56.8873333333333	67.2623333333333	63.273	52.6323333333333
1552745_at	47.814	25.0846666666667	103.882666666667	71.2873333333333
1552747_a_at	62.873	30.9146666666667	34.8693333333333	42.758
1552749_a_at	59.8126666666667	77.636	65.1656666666667	85.476
1552750_at	28.2143333333333	11.1173333333333	22.5816666666667	27.9733333333333
1552751_a_at	205.334	202.689333333333	200.298666666667	308.651666666667
1552752_a_at	95.8866666666667	94.471	77.7683333333333	79.043
1552754_a_at	16.5386666666667	8.35333333333333	11.353	16.4756666666667
1552755_at	9.36733333333333	207.525333333333	11.8366666666667	380.117666666667
1552757_s_at	8.004	9.28	9.65066666666667	57.9446666666667
1552758_at	24.964	11.068	20.4716666666667	83.9076666666667
1552760_at	11.1953333333333	3.583	6.62666666666667	63.7153333333333
1552761_at	167.728	223.177333333333	281.689666666667	149.197333333333
1552763_at	8.53666666666667	25.1313333333333	23.9636666666667	27.6606666666667
1552765_x_at	108.355	112.510333333333	68.9546666666667	39.1796666666667
1552766_at	19.8623333333333	66.5523333333333	26.8936666666667	66.1016666666667
1552767_a_at	61.645	233.132666666667	52.201	129.655
1552768_at	9.56266666666667	8.837	9.77766666666667	8.017
1552769_at	73.9586666666667	45.0216666666667	37.029	48.3303333333333
1552770_s_at	104.666666666667	129.014	91.7946666666667	97.0213333333333
1552771_a_at	3.637	3.40133333333333	3.01533333333333	5.014
1552772_at	16.2803333333333	52.891	41.077	70.6046666666667
1552773_at	95.638	78.3753333333333	78.769	108.581
1552774_a_at	9.474	8.03666666666667	425.802	6.76666666666667
1552775_at	61.9106666666667	45.7663333333333	44.7873333333333	85.2376666666667
1552777_a_at	39.5516666666667	44.667	51.2476666666667	17.0936666666667
1552779_a_at	45.8866666666667	37.5656666666667	11.8106666666667	28.8136666666667
1552782_at	70.199	76.329	62.1353333333333	67.1096666666667
1552783_at	18.1226666666667	5.64033333333333	18.6853333333333	15.125
1552785_at	49.736	63.3086666666667	48.53	44.93
1552787_at	80.9403333333333	121.808666666667	50.424	197.334333333333
1552788_a_at	118.187333333333	169.733666666667	74.7456666666667	268.390666666667
1552789_at	127.656	115.296666666667	206.536666666667	205.586333333333
1552790_a_at	336.616333333333	394.068666666667	589.813333333333	515.320666666667
1552791_a_at	22.551	27.1006666666667	25.7003333333333	36.566
1552792_at	301.61	280.071666666667	169.277	149.129333333333
1552793_at	22.835	41.9556666666667	27.4356666666667	23.6203333333333
1552794_a_at	39.4583333333333	45.8743333333333	30.12	78.1423333333333
1552796_a_at	63.6213333333333	22.866	78.509	123.448
1552797_s_at	84.8066666666667	96.589	59.1043333333333	88.54
1552798_a_at	14.6963333333333	66.9006666666667	10.4306666666667	92.8413333333333
1552799_at	48.148	46.958	81.9626666666667	48.2436666666667
1552800_at	98.8143333333333	47.7126666666667	49.7743333333333	71.1313333333333
1552801_at	71.155	37.0736666666667	27.734	46.674
1552803_a_at	15.1343333333333	16.9366666666667	51.434	15.915
1552804_a_at	181.731666666667	144.174	19.0476666666667	254.879
1552806_a_at	49.7496666666667	103.871333333333	273.474666666667	67.004
1552807_a_at	91.337	155.193	590.425666666667	84.28
1552808_at	16.0306666666667	8.58633333333333	25.534	21.1353333333333
1552809_at	32.218	19.1456666666667	30.722	55.6843333333333
1552811_at	133.772333333333	63.3793333333333	94.733	48.1263333333333
1552812_a_at	673.539333333333	551.627333333333	412.495	316.81
1552813_at	37.0916666666667	19.362	16.9256666666667	26.9433333333333
1552814_a_at	98.463	32.395	27.4383333333333	53.3076666666667
1552816_at	18.9143333333333	18.458	29.1516666666667	34.768
1552818_a_at	17.6223333333333	38.789	7.71866666666667	44.778
1552819_at	38.8863333333333	97.81	77.049	82.2083333333333
1552822_at	63.7486666666667	97.253	98.353	59.222
1552825_at	57.912	51.478	29.1663333333333	61.544
1552826_at	13.865	15.1433333333333	9.62633333333333	12.103
1552827_s_at	108.459333333333	73.0093333333333	50.069	91.5666666666667
1552828_at	74.7496666666667	43.34	65.0393333333333	125.53
1552829_at	172.531	111.405	115.246	130.816333333333
1552830_at	66.076	86.4963333333333	55.829	112.705333333333
1552833_at	15.5026666666667	22.1903333333333	17.674	24.3753333333333
1552834_at	32.4946666666667	98.7753333333333	64.3206666666667	43.1913333333333
1552835_at	75.3156666666667	25.9373333333333	33.7913333333333	87.5053333333333
1552836_at	170.575666666667	222.466	185.243	268.415333333333
1552837_at	12.8303333333333	20.1213333333333	13.8726666666667	24.9716666666667
1552839_at	68.861	12.119	59.9473333333333	57.479
1552841_s_at	82.3603333333333	79.45	34.206	107.377666666667
1552842_at	21.827	38.9543333333333	28.9163333333333	63.0203333333333
1552843_at	14.4673333333333	5.872	6.394	8.792
1552845_at	297.569333333333	88.3246666666667	176.958666666667	112.845666666667
1552846_s_at	76.8956666666667	162.742666666667	114.242	120.294666666667
1552848_a_at	82.5	81.2486666666667	56.5266666666667	85.012
1552849_at	4.17133333333333	14.916	9.38633333333333	22.1083333333333
1552851_at	12.399	3.74433333333333	5.266	3.97733333333333
